Timestamp,Step,train_loss,val_loss,time_ms,tokens_per_second,learning_rate
2025-02-28T10:10:47,0,NA,inf,NA,NA,NA
2025-02-28T10:10:48,0,inf,NA,NA,NA,NA
2025-02-28T10:10:48,0,NA,NA,1400.281639,NA,NA
2025-02-28T10:10:48,0,NA,NA,NA,182.820358,NA
2025-02-28T10:10:48,0,NA,NA,NA,NA,0.001
2025-02-28T10:10:49,1,inf,NA,NA,NA,NA
2025-02-28T10:10:49,1,NA,NA,1279.525497,NA,NA
2025-02-28T10:10:49,1,NA,NA,NA,200.074173,NA
2025-02-28T10:10:49,1,NA,NA,NA,NA,0.001
2025-02-28T10:10:50,2,inf,NA,NA,NA,NA
2025-02-28T10:10:50,2,NA,NA,1140.358262,NA,NA
2025-02-28T10:10:50,2,NA,NA,NA,224.49086,NA
2025-02-28T10:10:50,2,NA,NA,NA,NA,0.001
2025-02-28T10:10:51,3,inf,NA,NA,NA,NA
2025-02-28T10:10:51,3,NA,NA,1059.90418,NA,NA
2025-02-28T10:10:51,3,NA,NA,NA,241.531265,NA
2025-02-28T10:10:51,3,NA,NA,NA,NA,0.001
2025-02-28T10:10:53,4,inf,NA,NA,NA,NA
2025-02-28T10:10:53,4,NA,NA,1060.047529,NA,NA
2025-02-28T10:10:53,4,NA,NA,NA,241.498611,NA
2025-02-28T10:10:53,4,NA,NA,NA,NA,0.001
2025-02-28T10:10:54,5,inf,NA,NA,NA,NA
2025-02-28T10:10:54,5,NA,NA,1070.930748,NA,NA
2025-02-28T10:10:54,5,NA,NA,NA,239.044403,NA
2025-02-28T10:10:54,5,NA,NA,NA,NA,0.001
2025-02-28T10:10:55,6,79.860016,NA,NA,NA,NA
2025-02-28T10:10:55,6,NA,NA,1180.826059,NA,NA
2025-02-28T10:10:55,6,NA,NA,NA,216.797379,NA
2025-02-28T10:10:55,6,NA,NA,NA,NA,0.001
2025-02-28T10:10:56,7,74.370285,NA,NA,NA,NA
2025-02-28T10:10:56,7,NA,NA,1113.667006,NA,NA
2025-02-28T10:10:56,7,NA,NA,NA,229.871231,NA
2025-02-28T10:10:56,7,NA,NA,NA,NA,0.001
2025-02-28T10:10:57,8,72.308548,NA,NA,NA,NA
2025-02-28T10:10:57,8,NA,NA,1123.231941,NA,NA
2025-02-28T10:10:57,8,NA,NA,NA,227.913742,NA
2025-02-28T10:10:57,8,NA,NA,NA,NA,0.001
2025-02-28T10:10:58,9,71.155273,NA,NA,NA,NA
2025-02-28T10:10:58,9,NA,NA,1082.968065,NA,NA
2025-02-28T10:10:58,9,NA,NA,NA,236.38739,NA
2025-02-28T10:10:58,9,NA,NA,NA,NA,0.001
2025-02-28T10:10:59,10,NA,71.363091,NA,NA,NA
2025-02-28T10:11:01,10,70.927399,NA,NA,NA,NA
2025-02-28T10:11:01,10,NA,NA,1126.417817,NA,NA
2025-02-28T10:11:01,10,NA,NA,NA,227.269135,NA
2025-02-28T10:11:01,10,NA,NA,NA,NA,0.001
2025-02-28T10:11:02,11,67.421844,NA,NA,NA,NA
2025-02-28T10:11:02,11,NA,NA,1090.203686,NA,NA
2025-02-28T10:11:02,11,NA,NA,NA,234.818512,NA
2025-02-28T10:11:02,11,NA,NA,NA,NA,0.001
2025-02-28T10:11:03,12,64.9282,NA,NA,NA,NA
2025-02-28T10:11:03,12,NA,NA,1123.96308,NA,NA
2025-02-28T10:11:03,12,NA,NA,NA,227.765488,NA
2025-02-28T10:11:03,12,NA,NA,NA,NA,0.001
2025-02-28T10:11:04,13,62.236618,NA,NA,NA,NA
2025-02-28T10:11:04,13,NA,NA,1064.171889,NA,NA
2025-02-28T10:11:04,13,NA,NA,NA,240.562637,NA
2025-02-28T10:11:04,13,NA,NA,NA,NA,0.001
2025-02-28T10:11:05,14,63.548447,NA,NA,NA,NA
2025-02-28T10:11:05,14,NA,NA,1156.106511,NA,NA
2025-02-28T10:11:05,14,NA,NA,NA,221.432892,NA
2025-02-28T10:11:05,14,NA,NA,NA,NA,0.001
2025-02-28T10:11:06,15,63.597466,NA,NA,NA,NA
2025-02-28T10:11:06,15,NA,NA,1075.905499,NA,NA
2025-02-28T10:11:06,15,NA,NA,NA,237.939117,NA
2025-02-28T10:11:06,15,NA,NA,NA,NA,0.001
2025-02-28T10:11:07,16,59.958015,NA,NA,NA,NA
2025-02-28T10:11:07,16,NA,NA,1150.284283,NA,NA
2025-02-28T10:11:07,16,NA,NA,NA,222.55368,NA
2025-02-28T10:11:07,16,NA,NA,NA,NA,0.001
2025-02-28T10:11:08,17,58.279957,NA,NA,NA,NA
